Any;Valor;Sector;;;;
feb-11;81,897;Ensenyament;;;;
ene-11;81,875;Ensenyament;;;;
dic-10;81,797;Ensenyament;;;;
nov-10;81,782;Ensenyament;;;;
oct-10;81,682;Ensenyament;;;;
sep-10;80,534;Ensenyament;;;;
ago-10;80,063;Ensenyament;;;;
jul-10;80,056;Ensenyament;;;;
jun-10;80,043;Ensenyament;;;;
may-10;80,044;Ensenyament;;;;
abr-10;80,043;Ensenyament;;;;
mar-10;80,028;Ensenyament;;;;
feb-10;80,032;Ensenyament;;;;
ene-10;80,022;Ensenyament;;;;
dic-09;79,983;Ensenyament;;;;
nov-09;79,952;Ensenyament;;;;
oct-09;79,841;Ensenyament;;;;
sep-09;78,581;Ensenyament;;;;
ago-09;78,071;Ensenyament;;;;
jul-09;78,058;Ensenyament;;;;
jun-09;78,034;Ensenyament;;;;
may-09;78,033;Ensenyament;;;;
abr-09;78,036;Ensenyament;;;;
mar-09;78,031;Ensenyament;;;;
feb-09;77,988;Ensenyament;;;;
ene-09;77,966;Ensenyament;;;;
dic-08;77,897;Ensenyament;;;;
nov-08;77,842;Ensenyament;;;;
oct-08;78,157;Ensenyament;;;;
sep-08;76,123;Ensenyament;;;;
ago-08;75,197;Ensenyament;;;;
jul-08;75,182;Ensenyament;;;;
jun-08;75,122;Ensenyament;;;;
may-08;75,113;Ensenyament;;;;
abr-08;75,101;Ensenyament;;;;
mar-08;75,055;Ensenyament;;;;
feb-08;75,046;Ensenyament;;;;
ene-08;75,025;Ensenyament;;;;
dic-07;74,918;Ensenyament;;;;
nov-07;74,864;Ensenyament;;;;
oct-07;74,694;Ensenyament;;;;
sep-07;72,929;Ensenyament;;;;
ago-07;72,39;Ensenyament;;;;
jul-07;72,385;Ensenyament;;;;
jun-07;72,337;Ensenyament;;;;
may-07;72,321;Ensenyament;;;;
abr-07;72,317;Ensenyament;;;;
mar-07;72,302;Ensenyament;;;;
feb-07;72,282;Ensenyament;;;;
ene-07;72,234;Ensenyament;;;;
dic-06;71,987;Ensenyament;;;;
nov-06;71,903;Ensenyament;;;;
oct-06;71,48;Ensenyament;;;;
sep-06;69,781;Ensenyament;;;;
ago-06;69,251;Ensenyament;;;;
jul-06;69,233;Ensenyament;;;;
jun-06;69,186;Ensenyament;;;;
may-06;69,18;Ensenyament;;;;
abr-06;69,175;Ensenyament;;;;
mar-06;69,129;Ensenyament;;;;
feb-06;69,102;Ensenyament;;;;
ene-06;69,052;Ensenyament;;;;
dic-05;68,948;Ensenyament;;;;
nov-05;68,913;Ensenyament;;;;
oct-05;68,741;Ensenyament;;;;
sep-05;67,118;Ensenyament;;;;
ago-05;66,628;Ensenyament;;;;
jul-05;66,62;Ensenyament;;;;
jun-05;66,593;Ensenyament;;;;
may-05;66,582;Ensenyament;;;;
abr-05;66,575;Ensenyament;;;;
mar-05;66,552;Ensenyament;;;;
feb-05;66,532;Ensenyament;;;;
ene-05;66,514;Ensenyament;;;;
dic-04;66,238;Ensenyament;;;;
nov-04;66,171;Ensenyament;;;;
oct-04;65,763;Ensenyament;;;;
sep-04;64,467;Ensenyament;;;;
ago-04;63,928;Ensenyament;;;;
jul-04;63,917;Ensenyament;;;;
jun-04;63,893;Ensenyament;;;;
may-04;63,885;Ensenyament;;;;
abr-04;63,873;Ensenyament;;;;
mar-04;63,85;Ensenyament;;;;
feb-04;63,835;Ensenyament;;;;
ene-04;63,759;Ensenyament;;;;
dic-03;63,576;Ensenyament;;;;
nov-03;63,535;Ensenyament;;;;
oct-03;63,4;Ensenyament;;;;
sep-03;61,959;Ensenyament;;;;
ago-03;61,518;Ensenyament;;;;
jul-03;61,507;Ensenyament;;;;
jun-03;61,483;Ensenyament;;;;
may-03;61,449;Ensenyament;;;;
abr-03;61,435;Ensenyament;;;;
mar-03;61,43;Ensenyament;;;;
feb-03;61,389;Ensenyament;;;;
ene-03;61,016;Ensenyament;;;;
dic-02;60,934;Ensenyament;;;;
nov-02;60,587;Ensenyament;;;;
oct-02;60,469;Ensenyament;;;;
sep-02;59,018;Ensenyament;;;;
ago-02;58,603;Ensenyament;;;;
jul-02;58,587;Ensenyament;;;;
jun-02;58,571;Ensenyament;;;;
may-02;58,563;Ensenyament;;;;
abr-02;58,556;Ensenyament;;;;
mar-02;58,496;Ensenyament;;;;
feb-02;58,43;Ensenyament;;;;
ene-02;58,4;Ensenyament;;;;
abr-24;118,41;Hotels, cafès i restaurants;;;;
mar-24;117,418;Hotels, cafès i restaurants;;;;
feb-24;116,379;Hotels, cafès i restaurants;;;;
ene-24;115,299;Hotels, cafès i restaurants;;;;
dic-23;115,406;Hotels, cafès i restaurants;;;;
nov-23;115,212;Hotels, cafès i restaurants;;;;
oct-23;115,776;Hotels, cafès i restaurants;;;;
sep-23;115,524;Hotels, cafès i restaurants;;;;
ago-23;115,433;Hotels, cafès i restaurants;;;;
jul-23;115,114;Hotels, cafès i restaurants;;;;
jun-23;114,372;Hotels, cafès i restaurants;;;;
may-23;113,349;Hotels, cafès i restaurants;;;;
abr-23;112,952;Hotels, cafès i restaurants;;;;
mar-23;111,265;Hotels, cafès i restaurants;;;;
feb-23;110,326;Hotels, cafès i restaurants;;;;
ene-23;109,379;Hotels, cafès i restaurants;;;;
dic-22;109,379;Hotels, cafès i restaurants;;;;
nov-22;108,625;Hotels, cafès i restaurants;;;;
oct-22;108,9;Hotels, cafès i restaurants;;;;
sep-22;108,704;Hotels, cafès i restaurants;;;;
ago-22;108,522;Hotels, cafès i restaurants;;;;
jul-22;108,058;Hotels, cafès i restaurants;;;;
jun-22;107,102;Hotels, cafès i restaurants;;;;
may-22;105,7;Hotels, cafès i restaurants;;;;
abr-22;104,937;Hotels, cafès i restaurants;;;;
mar-22;103,217;Hotels, cafès i restaurants;;;;
feb-22;102,219;Hotels, cafès i restaurants;;;;
ene-22;101,457;Hotels, cafès i restaurants;;;;
dic-21;101,458;Hotels, cafès i restaurants;;;;
nov-21;100,974;Hotels, cafès i restaurants;;;;
oct-21;100,89;Hotels, cafès i restaurants;;;;
sep-21;100,754;Hotels, cafès i restaurants;;;;
ago-21;100,885;Hotels, cafès i restaurants;;;;
jul-21;100,434;Hotels, cafès i restaurants;;;;
jun-21;99,893;Hotels, cafès i restaurants;;;;
may-21;99,424;Hotels, cafès i restaurants;;;;
abr-21;99,166;Hotels, cafès i restaurants;;;;
mar-21;98,883;Hotels, cafès i restaurants;;;;
feb-21;98,685;Hotels, cafès i restaurants;;;;
ene-21;98,555;Hotels, cafès i restaurants;;;;
dic-20;98,443;Hotels, cafès i restaurants;;;;
nov-20;98,481;Hotels, cafès i restaurants;;;;
oct-20;98,954;Hotels, cafès i restaurants;;;;
sep-20;99,323;Hotels, cafès i restaurants;;;;
ago-20;99,563;Hotels, cafès i restaurants;;;;
jul-20;99,309;Hotels, cafès i restaurants;;;;
jun-20;100,384;Hotels, cafès i restaurants;;;;
may-20;100,05;Hotels, cafès i restaurants;;;;
abr-20;99,621;Hotels, cafès i restaurants;;;;
mar-20;98,922;Hotels, cafès i restaurants;;;;
feb-20;98,642;Hotels, cafès i restaurants;;;;
ene-20;97,928;Hotels, cafès i restaurants;;;;
dic-19;98,134;Hotels, cafès i restaurants;;;;
nov-19;98,212;Hotels, cafès i restaurants;;;;
oct-19;98,673;Hotels, cafès i restaurants;;;;
sep-19;99,071;Hotels, cafès i restaurants;;;;
ago-19;99,098;Hotels, cafès i restaurants;;;;
jul-19;99,025;Hotels, cafès i restaurants;;;;
jun-19;98,627;Hotels, cafès i restaurants;;;;
may-19;98,314;Hotels, cafès i restaurants;;;;
abr-19;97,928;Hotels, cafès i restaurants;;;;
mar-19;97,095;Hotels, cafès i restaurants;;;;
feb-19;96,563;Hotels, cafès i restaurants;;;;
ene-19;96,049;Hotels, cafès i restaurants;;;;
dic-18;96,215;Hotels, cafès i restaurants;;;;
nov-18;96,253;Hotels, cafès i restaurants;;;;
oct-18;96,795;Hotels, cafès i restaurants;;;;
sep-18;97,153;Hotels, cafès i restaurants;;;;
ago-18;97,239;Hotels, cafès i restaurants;;;;
jul-18;97,045;Hotels, cafès i restaurants;;;;
jun-18;96,481;Hotels, cafès i restaurants;;;;
may-18;96,177;Hotels, cafès i restaurants;;;;
abr-18;95,752;Hotels, cafès i restaurants;;;;
mar-18;95,42;Hotels, cafès i restaurants;;;;
feb-18;94,856;Hotels, cafès i restaurants;;;;
ene-18;94,372;Hotels, cafès i restaurants;;;;
dic-17;94,486;Hotels, cafès i restaurants;;;;
nov-17;94,317;Hotels, cafès i restaurants;;;;
oct-17;94,982;Hotels, cafès i restaurants;;;;
sep-17;95,307;Hotels, cafès i restaurants;;;;
ago-17;95,519;Hotels, cafès i restaurants;;;;
jul-17;95,136;Hotels, cafès i restaurants;;;;
jun-17;94,851;Hotels, cafès i restaurants;;;;
may-17;94,31;Hotels, cafès i restaurants;;;;
abr-17;94,271;Hotels, cafès i restaurants;;;;
mar-17;93,334;Hotels, cafès i restaurants;;;;
feb-17;92,945;Hotels, cafès i restaurants;;;;
ene-17;92,545;Hotels, cafès i restaurants;;;;
dic-16;92,73;Hotels, cafès i restaurants;;;;
nov-16;92,618;Hotels, cafès i restaurants;;;;
oct-16;93,003;Hotels, cafès i restaurants;;;;
sep-16;93,207;Hotels, cafès i restaurants;;;;
ago-16;93,398;Hotels, cafès i restaurants;;;;
jul-16;93,139;Hotels, cafès i restaurants;;;;
jun-16;92,791;Hotels, cafès i restaurants;;;;
may-16;92,603;Hotels, cafès i restaurants;;;;
abr-16;92,414;Hotels, cafès i restaurants;;;;
mar-16;92,239;Hotels, cafès i restaurants;;;;
feb-16;91,763;Hotels, cafès i restaurants;;;;
ene-16;91,432;Hotels, cafès i restaurants;;;;
dic-15;91,446;Hotels, cafès i restaurants;;;;
nov-15;91,411;Hotels, cafès i restaurants;;;;
oct-15;91,873;Hotels, cafès i restaurants;;;;
sep-15;92,162;Hotels, cafès i restaurants;;;;
ago-15;93,228;Hotels, cafès i restaurants;;;;
jul-15;92,471;Hotels, cafès i restaurants;;;;
jun-15;91,937;Hotels, cafès i restaurants;;;;
may-15;91,572;Hotels, cafès i restaurants;;;;
abr-15;91,414;Hotels, cafès i restaurants;;;;
mar-15;90,802;Hotels, cafès i restaurants;;;;
feb-15;90,494;Hotels, cafès i restaurants;;;;
ene-15;90,304;Hotels, cafès i restaurants;;;;
dic-14;90,596;Hotels, cafès i restaurants;;;;
nov-14;90,514;Hotels, cafès i restaurants;;;;
oct-14;90,976;Hotels, cafès i restaurants;;;;
sep-14;91,373;Hotels, cafès i restaurants;;;;
ago-14;92,32;Hotels, cafès i restaurants;;;;
jul-14;91,616;Hotels, cafès i restaurants;;;;
jun-14;91,016;Hotels, cafès i restaurants;;;;
may-14;90,769;Hotels, cafès i restaurants;;;;
abr-14;90,872;Hotels, cafès i restaurants;;;;
mar-14;90,144;Hotels, cafès i restaurants;;;;
feb-14;89,911;Hotels, cafès i restaurants;;;;
ene-14;89,799;Hotels, cafès i restaurants;;;;
dic-13;90,014;Hotels, cafès i restaurants;;;;
nov-13;90,021;Hotels, cafès i restaurants;;;;
oct-13;90,435;Hotels, cafès i restaurants;;;;
sep-13;90,746;Hotels, cafès i restaurants;;;;
ago-13;91,759;Hotels, cafès i restaurants;;;;
jul-13;91,213;Hotels, cafès i restaurants;;;;
jun-13;90,618;Hotels, cafès i restaurants;;;;
may-13;90,355;Hotels, cafès i restaurants;;;;
abr-13;90,251;Hotels, cafès i restaurants;;;;
mar-13;89,944;Hotels, cafès i restaurants;;;;
feb-13;89,692;Hotels, cafès i restaurants;;;;
ene-13;89,676;Hotels, cafès i restaurants;;;;
dic-12;89,857;Hotels, cafès i restaurants;;;;
nov-12;89,861;Hotels, cafès i restaurants;;;;
oct-12;90,212;Hotels, cafès i restaurants;;;;
sep-12;90,373;Hotels, cafès i restaurants;;;;
ago-12;91,188;Hotels, cafès i restaurants;;;;
jul-12;90,532;Hotels, cafès i restaurants;;;;
jun-12;89,984;Hotels, cafès i restaurants;;;;
may-12;89,767;Hotels, cafès i restaurants;;;;
abr-12;89,976;Hotels, cafès i restaurants;;;;
mar-12;89,333;Hotels, cafès i restaurants;;;;
feb-12;89,136;Hotels, cafès i restaurants;;;;
ene-12;89,082;Hotels, cafès i restaurants;;;;
dic-11;89,168;Hotels, cafès i restaurants;;;;
nov-11;89,028;Hotels, cafès i restaurants;;;;
oct-11;89,285;Hotels, cafès i restaurants;;;;
sep-11;89,593;Hotels, cafès i restaurants;;;;
ago-11;90,575;Hotels, cafès i restaurants;;;;
jul-11;89,852;Hotels, cafès i restaurants;;;;
jun-11;89,196;Hotels, cafès i restaurants;;;;
may-11;88,944;Hotels, cafès i restaurants;;;;
abr-11;89,075;Hotels, cafès i restaurants;;;;
mar-11;88,574;Hotels, cafès i restaurants;;;;
feb-11;88,316;Hotels, cafès i restaurants;;;;
ene-11;88,206;Hotels, cafès i restaurants;;;;
dic-10;88,126;Hotels, cafès i restaurants;;;;
nov-10;87,951;Hotels, cafès i restaurants;;;;
oct-10;88,121;Hotels, cafès i restaurants;;;;
sep-10;88,338;Hotels, cafès i restaurants;;;;
ago-10;89,198;Hotels, cafès i restaurants;;;;
jul-10;88,393;Hotels, cafès i restaurants;;;;
jun-10;87,647;Hotels, cafès i restaurants;;;;
may-10;87,397;Hotels, cafès i restaurants;;;;
abr-10;87,417;Hotels, cafès i restaurants;;;;
mar-10;86,985;Hotels, cafès i restaurants;;;;
feb-10;86,831;Hotels, cafès i restaurants;;;;
ene-10;86,708;Hotels, cafès i restaurants;;;;
dic-09;86,654;Hotels, cafès i restaurants;;;;
nov-09;86,62;Hotels, cafès i restaurants;;;;
oct-09;86,861;Hotels, cafès i restaurants;;;;
sep-09;87,07;Hotels, cafès i restaurants;;;;
ago-09;88,098;Hotels, cafès i restaurants;;;;
jul-09;87,328;Hotels, cafès i restaurants;;;;
jun-09;86,741;Hotels, cafès i restaurants;;;;
may-09;86,551;Hotels, cafès i restaurants;;;;
abr-09;86,679;Hotels, cafès i restaurants;;;;
mar-09;86,152;Hotels, cafès i restaurants;;;;
feb-09;85,941;Hotels, cafès i restaurants;;;;
ene-09;85,805;Hotels, cafès i restaurants;;;;
dic-08;85,605;Hotels, cafès i restaurants;;;;
nov-08;85,59;Hotels, cafès i restaurants;;;;
oct-08;85,806;Hotels, cafès i restaurants;;;;
sep-08;85,959;Hotels, cafès i restaurants;;;;
ago-08;86,759;Hotels, cafès i restaurants;;;;
jul-08;86,064;Hotels, cafès i restaurants;;;;
jun-08;85,207;Hotels, cafès i restaurants;;;;
may-08;84,802;Hotels, cafès i restaurants;;;;
abr-08;84,61;Hotels, cafès i restaurants;;;;
mar-08;84,167;Hotels, cafès i restaurants;;;;
feb-08;83,351;Hotels, cafès i restaurants;;;;
ene-08;82,864;Hotels, cafès i restaurants;;;;
dic-07;82,274;Hotels, cafès i restaurants;;;;
nov-07;81,933;Hotels, cafès i restaurants;;;;
oct-07;81,992;Hotels, cafès i restaurants;;;;
sep-07;82,02;Hotels, cafès i restaurants;;;;
ago-07;82,742;Hotels, cafès i restaurants;;;;
jul-07;82,085;Hotels, cafès i restaurants;;;;
jun-07;81,327;Hotels, cafès i restaurants;;;;
may-07;80,935;Hotels, cafès i restaurants;;;;
abr-07;80,951;Hotels, cafès i restaurants;;;;
mar-07;80,029;Hotels, cafès i restaurants;;;;
feb-07;79,508;Hotels, cafès i restaurants;;;;
ene-07;79,058;Hotels, cafès i restaurants;;;;
dic-06;78,435;Hotels, cafès i restaurants;;;;
nov-06;78,193;Hotels, cafès i restaurants;;;;
oct-06;78,223;Hotels, cafès i restaurants;;;;
sep-06;78,216;Hotels, cafès i restaurants;;;;
ago-06;78,799;Hotels, cafès i restaurants;;;;
jul-06;78,153;Hotels, cafès i restaurants;;;;
jun-06;77,477;Hotels, cafès i restaurants;;;;
may-06;77,148;Hotels, cafès i restaurants;;;;
abr-06;77,125;Hotels, cafès i restaurants;;;;
mar-06;76,461;Hotels, cafès i restaurants;;;;
feb-06;75,984;Hotels, cafès i restaurants;;;;
ene-06;75,565;Hotels, cafès i restaurants;;;;
dic-05;75,138;Hotels, cafès i restaurants;;;;
nov-05;74,88;Hotels, cafès i restaurants;;;;
oct-05;74,911;Hotels, cafès i restaurants;;;;
sep-05;74,923;Hotels, cafès i restaurants;;;;
ago-05;75,467;Hotels, cafès i restaurants;;;;
jul-05;74,815;Hotels, cafès i restaurants;;;;
jun-05;74,175;Hotels, cafès i restaurants;;;;
may-05;73,821;Hotels, cafès i restaurants;;;;
abr-05;73,624;Hotels, cafès i restaurants;;;;
mar-05;73,34;Hotels, cafès i restaurants;;;;
feb-05;72,716;Hotels, cafès i restaurants;;;;
ene-05;72,33;Hotels, cafès i restaurants;;;;
dic-04;72,067;Hotels, cafès i restaurants;;;;
nov-04;71,842;Hotels, cafès i restaurants;;;;
oct-04;71,807;Hotels, cafès i restaurants;;;;
sep-04;71,823;Hotels, cafès i restaurants;;;;
ago-04;72,389;Hotels, cafès i restaurants;;;;
jul-04;71,747;Hotels, cafès i restaurants;;;;
jun-04;71,11;Hotels, cafès i restaurants;;;;
may-04;70,796;Hotels, cafès i restaurants;;;;
abr-04;70,784;Hotels, cafès i restaurants;;;;
mar-04;70,273;Hotels, cafès i restaurants;;;;
feb-04;69,907;Hotels, cafès i restaurants;;;;
ene-04;69,572;Hotels, cafès i restaurants;;;;
dic-03;69,178;Hotels, cafès i restaurants;;;;
nov-03;68,991;Hotels, cafès i restaurants;;;;
oct-03;69,046;Hotels, cafès i restaurants;;;;
sep-03;69,048;Hotels, cafès i restaurants;;;;
ago-03;69,627;Hotels, cafès i restaurants;;;;
jul-03;68,974;Hotels, cafès i restaurants;;;;
jun-03;68,363;Hotels, cafès i restaurants;;;;
may-03;68,08;Hotels, cafès i restaurants;;;;
abr-03;68,056;Hotels, cafès i restaurants;;;;
mar-03;67,575;Hotels, cafès i restaurants;;;;
feb-03;67,144;Hotels, cafès i restaurants;;;;
ene-03;66,834;Hotels, cafès i restaurants;;;;
dic-02;66,484;Hotels, cafès i restaurants;;;;
nov-02;66,308;Hotels, cafès i restaurants;;;;
oct-02;66,305;Hotels, cafès i restaurants;;;;
sep-02;66,362;Hotels, cafès i restaurants;;;;
ago-02;66,701;Hotels, cafès i restaurants;;;;
jul-02;66,184;Hotels, cafès i restaurants;;;;
jun-02;65,696;Hotels, cafès i restaurants;;;;
may-02;65,416;Hotels, cafès i restaurants;;;;
abr-02;65,182;Hotels, cafès i restaurants;;;;
mar-02;64,756;Hotels, cafès i restaurants;;;;
feb-02;64,123;Hotels, cafès i restaurants;;;;
ene-02;63,5;Hotels, cafès i restaurants;;;;
abr-24;111,277;Altres béns i serveis;;;;
mar-24;110,818;Altres béns i serveis;;;;
feb-24;110,595;Altres béns i serveis;;;;
ene-24;109,916;Altres béns i serveis;;;;
dic-23;109,424;Altres béns i serveis;;;;
nov-23;109,393;Altres béns i serveis;;;;
oct-23;109,22;Altres béns i serveis;;;;
sep-23;109,093;Altres béns i serveis;;;;
ago-23;109,051;Altres béns i serveis;;;;
jul-23;108,805;Altres béns i serveis;;;;
jun-23;108,906;Altres béns i serveis;;;;
may-23;108,136;Altres béns i serveis;;;;
abr-23;108,105;Altres béns i serveis;;;;
mar-23;107,638;Altres béns i serveis;;;;
feb-23;107,064;Altres béns i serveis;;;;
ene-23;106,349;Altres béns i serveis;;;;
dic-22;105,395;Altres béns i serveis;;;;
nov-22;105,027;Altres béns i serveis;;;;
oct-22;104,634;Altres béns i serveis;;;;
sep-22;104,141;Altres béns i serveis;;;;
ago-22;104,047;Altres béns i serveis;;;;
jul-22;103,653;Altres béns i serveis;;;;
jun-22;103,691;Altres béns i serveis;;;;
may-22;103,159;Altres béns i serveis;;;;
abr-22;102,859;Altres béns i serveis;;;;
mar-22;102,39;Altres béns i serveis;;;;
feb-22;101,901;Altres béns i serveis;;;;
ene-22;101,293;Altres béns i serveis;;;;
dic-21;100,887;Altres béns i serveis;;;;
nov-21;100,699;Altres béns i serveis;;;;
oct-21;100,263;Altres béns i serveis;;;;
sep-21;100,061;Altres béns i serveis;;;;
ago-21;100,005;Altres béns i serveis;;;;
jul-21;100,007;Altres béns i serveis;;;;
jun-21;100,056;Altres béns i serveis;;;;
may-21;99,674;Altres béns i serveis;;;;
abr-21;99,761;Altres béns i serveis;;;;
mar-21;99,575;Altres béns i serveis;;;;
feb-21;99,562;Altres béns i serveis;;;;
ene-21;99,449;Altres béns i serveis;;;;
dic-20;99,354;Altres béns i serveis;;;;
nov-20;99,295;Altres béns i serveis;;;;
oct-20;99,234;Altres béns i serveis;;;;
sep-20;99,164;Altres béns i serveis;;;;
ago-20;99,145;Altres béns i serveis;;;;
jul-20;98,987;Altres béns i serveis;;;;
jun-20;99,186;Altres béns i serveis;;;;
may-20;99,095;Altres béns i serveis;;;;
abr-20;98,924;Altres béns i serveis;;;;
mar-20;98,768;Altres béns i serveis;;;;
feb-20;98,656;Altres béns i serveis;;;;
ene-20;98,35;Altres béns i serveis;;;;
dic-19;98,191;Altres béns i serveis;;;;
nov-19;98,042;Altres béns i serveis;;;;
oct-19;97,889;Altres béns i serveis;;;;
sep-19;97,743;Altres béns i serveis;;;;
ago-19;97,673;Altres béns i serveis;;;;
jul-19;97,426;Altres béns i serveis;;;;
jun-19;97,82;Altres béns i serveis;;;;
may-19;97,544;Altres béns i serveis;;;;
abr-19;97,54;Altres béns i serveis;;;;
mar-19;97,391;Altres béns i serveis;;;;
feb-19;97,312;Altres béns i serveis;;;;
ene-19;96,945;Altres béns i serveis;;;;
dic-18;96,869;Altres béns i serveis;;;;
nov-18;96,659;Altres béns i serveis;;;;
oct-18;96,572;Altres béns i serveis;;;;
sep-18;96,365;Altres béns i serveis;;;;
ago-18;96,407;Altres béns i serveis;;;;
jul-18;96,15;Altres béns i serveis;;;;
jun-18;96,38;Altres béns i serveis;;;;
may-18;96,271;Altres béns i serveis;;;;
abr-18;96,15;Altres béns i serveis;;;;
mar-18;95,995;Altres béns i serveis;;;;
feb-18;95,946;Altres béns i serveis;;;;
ene-18;95,636;Altres béns i serveis;;;;
dic-17;95,782;Altres béns i serveis;;;;
nov-17;95,533;Altres béns i serveis;;;;
oct-17;95,503;Altres béns i serveis;;;;
sep-17;95,429;Altres béns i serveis;;;;
ago-17;95,435;Altres béns i serveis;;;;
jul-17;95,249;Altres béns i serveis;;;;
jun-17;95,565;Altres béns i serveis;;;;
may-17;95,411;Altres béns i serveis;;;;
abr-17;95,396;Altres béns i serveis;;;;
mar-17;95,326;Altres béns i serveis;;;;
feb-17;95,203;Altres béns i serveis;;;;
ene-17;95,234;Altres béns i serveis;;;;
dic-16;95,121;Altres béns i serveis;;;;
nov-16;95,08;Altres béns i serveis;;;;
oct-16;95,048;Altres béns i serveis;;;;
sep-16;94,932;Altres béns i serveis;;;;
ago-16;94,855;Altres béns i serveis;;;;
jul-16;94,322;Altres béns i serveis;;;;
jun-16;94,478;Altres béns i serveis;;;;
may-16;94,402;Altres béns i serveis;;;;
abr-16;94,35;Altres béns i serveis;;;;
mar-16;94,249;Altres béns i serveis;;;;
feb-16;94,224;Altres béns i serveis;;;;
ene-16;93,945;Altres béns i serveis;;;;
dic-15;93,377;Altres béns i serveis;;;;
nov-15;93,344;Altres béns i serveis;;;;
oct-15;93,307;Altres béns i serveis;;;;
sep-15;93,253;Altres béns i serveis;;;;
ago-15;93,212;Altres béns i serveis;;;;
jul-15;93,256;Altres béns i serveis;;;;
jun-15;93,372;Altres béns i serveis;;;;
may-15;92,961;Altres béns i serveis;;;;
abr-15;92,907;Altres béns i serveis;;;;
mar-15;92,852;Altres béns i serveis;;;;
feb-15;92,787;Altres béns i serveis;;;;
ene-15;92,575;Altres béns i serveis;;;;
dic-14;91,86;Altres béns i serveis;;;;
nov-14;91,814;Altres béns i serveis;;;;
oct-14;91,795;Altres béns i serveis;;;;
sep-14;91,726;Altres béns i serveis;;;;
ago-14;91,699;Altres béns i serveis;;;;
jul-14;91,687;Altres béns i serveis;;;;
jun-14;91,961;Altres béns i serveis;;;;
may-14;91,587;Altres béns i serveis;;;;
abr-14;91,528;Altres béns i serveis;;;;
mar-14;91,544;Altres béns i serveis;;;;
feb-14;91,519;Altres béns i serveis;;;;
ene-14;90,991;Altres béns i serveis;;;;
dic-13;90,692;Altres béns i serveis;;;;
nov-13;90,713;Altres béns i serveis;;;;
oct-13;90,689;Altres béns i serveis;;;;
sep-13;90,636;Altres béns i serveis;;;;
ago-13;90,632;Altres béns i serveis;;;;
jul-13;90,61;Altres béns i serveis;;;;
jun-13;90,833;Altres béns i serveis;;;;
may-13;90,944;Altres béns i serveis;;;;
abr-13;90,894;Altres béns i serveis;;;;
mar-13;90,857;Altres béns i serveis;;;;
feb-13;90,877;Altres béns i serveis;;;;
ene-13;90,603;Altres béns i serveis;;;;
dic-12;90,383;Altres béns i serveis;;;;
nov-12;90,384;Altres béns i serveis;;;;
oct-12;90,245;Altres béns i serveis;;;;
sep-12;89,455;Altres béns i serveis;;;;
ago-12;88,674;Altres béns i serveis;;;;
jul-12;88,204;Altres béns i serveis;;;;
jun-12;88,424;Altres béns i serveis;;;;
may-12;88,42;Altres béns i serveis;;;;
abr-12;88,482;Altres béns i serveis;;;;
mar-12;88,323;Altres béns i serveis;;;;
feb-12;88,222;Altres béns i serveis;;;;
ene-12;87,98;Altres béns i serveis;;;;
dic-11;87,518;Altres béns i serveis;;;;
nov-11;87,348;Altres béns i serveis;;;;
oct-11;87,28;Altres béns i serveis;;;;
sep-11;87,163;Altres béns i serveis;;;;
ago-11;87,086;Altres béns i serveis;;;;
jul-11;86,978;Altres béns i serveis;;;;
jun-11;87,139;Altres béns i serveis;;;;
may-11;86,945;Altres béns i serveis;;;;
abr-11;86,804;Altres béns i serveis;;;;
mar-11;86,63;Altres béns i serveis;;;;
feb-11;86,236;Altres béns i serveis;;;;
ene-11;85,735;Altres béns i serveis;;;;
dic-10;85,254;Altres béns i serveis;;;;
nov-10;85,107;Altres béns i serveis;;;;
oct-10;84,984;Altres béns i serveis;;;;
sep-10;84,771;Altres béns i serveis;;;;
ago-10;84,666;Altres béns i serveis;;;;
jul-10;84,48;Altres béns i serveis;;;;
jun-10;84,466;Altres béns i serveis;;;;
may-10;84,303;Altres béns i serveis;;;;
abr-10;84,152;Altres béns i serveis;;;;
mar-10;84,009;Altres béns i serveis;;;;
feb-10;83,676;Altres béns i serveis;;;;
ene-10;83,389;Altres béns i serveis;;;;
dic-09;82,915;Altres béns i serveis;;;;
nov-09;82,83;Altres béns i serveis;;;;
oct-09;82,768;Altres béns i serveis;;;;
sep-09;82,648;Altres béns i serveis;;;;
ago-09;82,543;Altres béns i serveis;;;;
jul-09;82,496;Altres béns i serveis;;;;
jun-09;82,688;Altres béns i serveis;;;;
may-09;82,604;Altres béns i serveis;;;;
abr-09;82,6;Altres béns i serveis;;;;
mar-09;82,448;Altres béns i serveis;;;;
feb-09;82,186;Altres béns i serveis;;;;
ene-09;81,948;Altres béns i serveis;;;;
dic-08;81,205;Altres béns i serveis;;;;
nov-08;81,115;Altres béns i serveis;;;;
oct-08;81,084;Altres béns i serveis;;;;
sep-08;80,961;Altres béns i serveis;;;;
ago-08;80,753;Altres béns i serveis;;;;
jul-08;80,713;Altres béns i serveis;;;;
jun-08;80,77;Altres béns i serveis;;;;
may-08;80,44;Altres béns i serveis;;;;
abr-08;80,334;Altres béns i serveis;;;;
mar-08;80,069;Altres béns i serveis;;;;
feb-08;79,77;Altres béns i serveis;;;;
ene-08;79,139;Altres béns i serveis;;;;
dic-07;78,437;Altres béns i serveis;;;;
nov-07;78,299;Altres béns i serveis;;;;
oct-07;78,227;Altres béns i serveis;;;;
